round_id,result_id,player_id,tournament_id,round_no,score,identity_status,source
49073|2019-0038-07-5,49073|2019-0038-07,49073,2019-0038-07,5,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-0038-07-6,49073|2019-0038-07,49073,2019-0038-07,6,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-0038-07-7,49073|2019-0038-07,49073,2019-0038-07,7,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-0038-07-8,49073|2019-0038-07,49073,2019-0038-07,8,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-03-31-Wallenhorst_Rulle-1,49073|2019-03-31-Wallenhorst_Rulle,49073,2019-03-31-Wallenhorst_Rulle,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-03-31-Wallenhorst_Rulle-2,49073|2019-03-31-Wallenhorst_Rulle,49073,2019-03-31-Wallenhorst_Rulle,2,30,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-03-31-Wallenhorst_Rulle-3,49073|2019-03-31-Wallenhorst_Rulle,49073,2019-03-31-Wallenhorst_Rulle,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-03-31-Wallenhorst_Rulle-4,49073|2019-03-31-Wallenhorst_Rulle,49073,2019-03-31-Wallenhorst_Rulle,4,30,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-04-14-Herne-1,49073|2019-04-14-Herne,49073,2019-04-14-Herne,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-04-14-Herne-2,49073|2019-04-14-Herne,49073,2019-04-14-Herne,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-04-14-Herne-3,49073|2019-04-14-Herne,49073,2019-04-14-Herne,3,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-05-05-Wanne_Eickel-1,49073|2019-05-05-Wanne_Eickel,49073,2019-05-05-Wanne_Eickel,1,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-05-05-Wanne_Eickel-2,49073|2019-05-05-Wanne_Eickel,49073,2019-05-05-Wanne_Eickel,2,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-05-05-Wanne_Eickel-3,49073|2019-05-05-Wanne_Eickel,49073,2019-05-05-Wanne_Eickel,3,22,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2019-05-26-Hamburg_Rahlstedt-1,49073|2019-05-26-Hamburg_Rahlstedt,49073,2019-05-26-Hamburg_Rahlstedt,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2023-0004-04-1,49073|2023-0004-04,49073,2023-0004-04,1,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2023-0004-04-2,49073|2023-0004-04,49073,2023-0004-04,2,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2023-0004-04-3,49073|2023-0004-04,49073,2023-0004-04,3,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2023-0004-04-4,49073|2023-0004-04,49073,2023-0004-04,4,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2023-12-17-Halver_Halle-1,49073|2023-12-17-Halver_Halle,49073,2023-12-17-Halver_Halle,1,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2023-12-17-Halver_Halle-2,49073|2023-12-17-Halver_Halle,49073,2023-12-17-Halver_Halle,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2023-12-17-Halver_Halle-3,49073|2023-12-17-Halver_Halle,49073,2023-12-17-Halver_Halle,3,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2023-12-17-Halver_Halle-4,49073|2023-12-17-Halver_Halle,49073,2023-12-17-Halver_Halle,4,19,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2024-0213-06-1,49073|2024-0213-06,49073,2024-0213-06,1,19,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2024-0213-06-2,49073|2024-0213-06,49073,2024-0213-06,2,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2024-0213-06-3,49073|2024-0213-06,49073,2024-0213-06,3,19,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2024-0213-06-4,49073|2024-0213-06,49073,2024-0213-06,4,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2024-03-17-Bad_Godesberg-1,49073|2024-03-17-Bad_Godesberg,49073,2024-03-17-Bad_Godesberg,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2024-03-17-Bad_Godesberg-2,49073|2024-03-17-Bad_Godesberg,49073,2024-03-17-Bad_Godesberg,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2024-03-17-Bad_Godesberg-3,49073|2024-03-17-Bad_Godesberg,49073,2024-03-17-Bad_Godesberg,3,32,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2025-0246-10-1,49073|2025-0246-10,49073,2025-0246-10,1,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2025-0246-10-2,49073|2025-0246-10,49073,2025-0246-10,2,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2025-0246-10-3,49073|2025-0246-10,49073,2025-0246-10,3,18,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2025-0246-10-4,49073|2025-0246-10,49073,2025-0246-10,4,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2025-0252-04-1,49073|2025-0252-04,49073,2025-0252-04,1,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2025-0252-04-2,49073|2025-0252-04,49073,2025-0252-04,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2025-0252-04-3,49073|2025-0252-04,49073,2025-0252-04,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49073|2025-0252-04-4,49073|2025-0252-04,49073,2025-0252-04,4,19,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2016-0003-09-1,49074|2016-0003-09,49074,2016-0003-09,1,52,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2016-0003-09-2,49074|2016-0003-09,49074,2016-0003-09,2,61,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2016-08-07-Kaarst-1,49074|2016-08-07-Kaarst,49074,2016-08-07-Kaarst,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2016-08-07-Kaarst-2,49074|2016-08-07-Kaarst,49074,2016-08-07-Kaarst,2,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2016-08-07-Kaarst-3,49074|2016-08-07-Kaarst,49074,2016-08-07-Kaarst,3,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2016-08-07-Kaarst-4,49074|2016-08-07-Kaarst,49074,2016-08-07-Kaarst,4,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2017-10-08-Schriesheim-1,49074|2017-10-08-Schriesheim,49074,2017-10-08-Schriesheim,1,41,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2017-10-08-Schriesheim-2,49074|2017-10-08-Schriesheim,49074,2017-10-08-Schriesheim,2,53,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0003-06-1,49074|2022-0003-06,49074,2022-0003-06,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0003-06-2,49074|2022-0003-06,49074,2022-0003-06,2,33,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0003-06-3,49074|2022-0003-06,49074,2022-0003-06,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0003-06-4,49074|2022-0003-06,49074,2022-0003-06,4,29,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0003-06-5,49074|2022-0003-06,49074,2022-0003-06,5,30,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0003-06-6,49074|2022-0003-06,49074,2022-0003-06,6,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0060-03-1,49074|2022-0060-03,49074,2022-0060-03,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0060-03-2,49074|2022-0060-03,49074,2022-0060-03,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0060-03-3,49074|2022-0060-03,49074,2022-0060-03,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0060-03-4,49074|2022-0060-03,49074,2022-0060-03,4,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0137-03-1,49074|2022-0137-03,49074,2022-0137-03,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0137-03-2,49074|2022-0137-03,49074,2022-0137-03,2,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0137-03-3,49074|2022-0137-03,49074,2022-0137-03,3,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0022-03-1,49074|2022-0022-03,49074,2022-0022-03,1,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0022-03-2,49074|2022-0022-03,49074,2022-0022-03,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0022-03-3,49074|2022-0022-03,49074,2022-0022-03,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0022-03-4,49074|2022-0022-03,49074,2022-0022-03,4,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0041-09-1,49074|2022-0041-09,49074,2022-0041-09,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0041-09-2,49074|2022-0041-09,49074,2022-0041-09,2,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0041-09-3,49074|2022-0041-09,49074,2022-0041-09,3,22,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0041-09-4,49074|2022-0041-09,49074,2022-0041-09,4,22,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0041-09-5,49074|2022-0041-09,49074,2022-0041-09,5,30,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2022-0041-09-6,49074|2022-0041-09,49074,2022-0041-09,6,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0042-08-1,49074|2023-0042-08,49074,2023-0042-08,1,22,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0042-08-2,49074|2023-0042-08,49074,2023-0042-08,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0042-08-3,49074|2023-0042-08,49074,2023-0042-08,3,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0042-08-4,49074|2023-0042-08,49074,2023-0042-08,4,22,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0042-08-5,49074|2023-0042-08,49074,2023-0042-08,5,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0042-08-6,49074|2023-0042-08,49074,2023-0042-08,6,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0042-08-7,49074|2023-0042-08,49074,2023-0042-08,7,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0169-04-1,49074|2023-0169-04,49074,2023-0169-04,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0169-04-2,49074|2023-0169-04,49074,2023-0169-04,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0169-04-3,49074|2023-0169-04,49074,2023-0169-04,3,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0169-04-4,49074|2023-0169-04,49074,2023-0169-04,4,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0053-07-1,49074|2023-0053-07,49074,2023-0053-07,1,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0053-07-2,49074|2023-0053-07,49074,2023-0053-07,2,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0053-07-3,49074|2023-0053-07,49074,2023-0053-07,3,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0053-07-4,49074|2023-0053-07,49074,2023-0053-07,4,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0053-07-5,49074|2023-0053-07,49074,2023-0053-07,5,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0053-07-6,49074|2023-0053-07,49074,2023-0053-07,6,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0053-07-7,49074|2023-0053-07,49074,2023-0053-07,7,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0053-07-8,49074|2023-0053-07,49074,2023-0053-07,8,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0053-07-9,49074|2023-0053-07,49074,2023-0053-07,9,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0003-02-1,49074|2023-0003-02,49074,2023-0003-02,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0003-02-2,49074|2023-0003-02,49074,2023-0003-02,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0003-02-3,49074|2023-0003-02,49074,2023-0003-02,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0003-02-4,49074|2023-0003-02,49074,2023-0003-02,4,34,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0003-02-5,49074|2023-0003-02,49074,2023-0003-02,5,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0003-02-6,49074|2023-0003-02,49074,2023-0003-02,6,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0003-02-7,49074|2023-0003-02,49074,2023-0003-02,7,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0187-03-1,49074|2023-0187-03,49074,2023-0187-03,1,36,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0187-03-2,49074|2023-0187-03,49074,2023-0187-03,2,34,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0187-03-3,49074|2023-0187-03,49074,2023-0187-03,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0187-03-4,49074|2023-0187-03,49074,2023-0187-03,4,29,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0187-03-5,49074|2023-0187-03,49074,2023-0187-03,5,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0187-03-6,49074|2023-0187-03,49074,2023-0187-03,6,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0187-03-7,49074|2023-0187-03,49074,2023-0187-03,7,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0119-13-1,49074|2023-0119-13,49074,2023-0119-13,1,32,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0119-13-2,49074|2023-0119-13,49074,2023-0119-13,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0119-13-3,49074|2023-0119-13,49074,2023-0119-13,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0119-13-4,49074|2023-0119-13,49074,2023-0119-13,4,30,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-06-24-Gladbeck-1,49074|2023-06-24-Gladbeck,49074,2023-06-24-Gladbeck,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-06-24-Gladbeck-2,49074|2023-06-24-Gladbeck,49074,2023-06-24-Gladbeck,2,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-06-24-Gladbeck-3,49074|2023-06-24-Gladbeck,49074,2023-06-24-Gladbeck,3,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-06-24-Gladbeck-4,49074|2023-06-24-Gladbeck,49074,2023-06-24-Gladbeck,4,22,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-07-16-Rodalben-1,49074|2023-07-16-Rodalben,49074,2023-07-16-Rodalben,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-07-16-Rodalben-2,49074|2023-07-16-Rodalben,49074,2023-07-16-Rodalben,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-07-16-Rodalben-3,49074|2023-07-16-Rodalben,49074,2023-07-16-Rodalben,3,30,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-07-16-Rodalben-4,49074|2023-07-16-Rodalben,49074,2023-07-16-Rodalben,4,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-07-30-Hilden-1,49074|2023-07-30-Hilden,49074,2023-07-30-Hilden,1,34,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-07-30-Hilden-2,49074|2023-07-30-Hilden,49074,2023-07-30-Hilden,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-07-30-Hilden-3,49074|2023-07-30-Hilden,49074,2023-07-30-Hilden,3,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-07-30-Hilden-4,49074|2023-07-30-Hilden,49074,2023-07-30-Hilden,4,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0018-04-1,49074|2023-0018-04,49074,2023-0018-04,1,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0018-04-2,49074|2023-0018-04,49074,2023-0018-04,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0018-04-3,49074|2023-0018-04,49074,2023-0018-04,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2023-0018-04-4,49074|2023-0018-04,49074,2023-0018-04,4,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0075-04-1,49074|2024-0075-04,49074,2024-0075-04,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0075-04-2,49074|2024-0075-04,49074,2024-0075-04,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0075-04-3,49074|2024-0075-04,49074,2024-0075-04,3,33,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0075-04-4,49074|2024-0075-04,49074,2024-0075-04,4,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-06-15-Gladbeck-1,49074|2024-06-15-Gladbeck,49074,2024-06-15-Gladbeck,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-06-15-Gladbeck-2,49074|2024-06-15-Gladbeck,49074,2024-06-15-Gladbeck,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-06-15-Gladbeck-3,49074|2024-06-15-Gladbeck,49074,2024-06-15-Gladbeck,3,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-06-15-Gladbeck-4,49074|2024-06-15-Gladbeck,49074,2024-06-15-Gladbeck,4,29,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0058-06-1,49074|2024-0058-06,49074,2024-0058-06,1,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0058-06-2,49074|2024-0058-06,49074,2024-0058-06,2,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0058-06-3,49074|2024-0058-06,49074,2024-0058-06,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0058-06-4,49074|2024-0058-06,49074,2024-0058-06,4,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0058-06-5,49074|2024-0058-06,49074,2024-0058-06,5,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0058-06-6,49074|2024-0058-06,49074,2024-0058-06,6,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0003-03-1,49074|2024-0003-03,49074,2024-0003-03,1,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0003-03-2,49074|2024-0003-03,49074,2024-0003-03,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0003-03-3,49074|2024-0003-03,49074,2024-0003-03,3,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0003-03-4,49074|2024-0003-03,49074,2024-0003-03,4,20,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0025-05-1,49074|2024-0025-05,49074,2024-0025-05,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0025-05-2,49074|2024-0025-05,49074,2024-0025-05,2,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0025-05-3,49074|2024-0025-05,49074,2024-0025-05,3,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0025-05-4,49074|2024-0025-05,49074,2024-0025-05,4,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0203-05-1,49074|2024-0203-05,49074,2024-0203-05,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0203-05-2,49074|2024-0203-05,49074,2024-0203-05,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0203-05-3,49074|2024-0203-05,49074,2024-0203-05,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2024-0203-05-4,49074|2024-0203-05,49074,2024-0203-05,4,34,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0078-04-1,49074|2025-0078-04,49074,2025-0078-04,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0078-04-2,49074|2025-0078-04,49074,2025-0078-04,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0078-04-3,49074|2025-0078-04,49074,2025-0078-04,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0078-04-4,49074|2025-0078-04,49074,2025-0078-04,4,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0122-10-1,49074|2025-0122-10,49074,2025-0122-10,1,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0122-10-2,49074|2025-0122-10,49074,2025-0122-10,2,30,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0122-10-3,49074|2025-0122-10,49074,2025-0122-10,3,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0122-10-4,49074|2025-0122-10,49074,2025-0122-10,4,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0122-10-5,49074|2025-0122-10,49074,2025-0122-10,5,21,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0122-10-6,49074|2025-0122-10,49074,2025-0122-10,6,30,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-05-04-Hilden-1,49074|2025-05-04-Hilden,49074,2025-05-04-Hilden,1,35,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-05-04-Hilden-2,49074|2025-05-04-Hilden,49074,2025-05-04-Hilden,2,29,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-05-04-Hilden-3,49074|2025-05-04-Hilden,49074,2025-05-04-Hilden,3,34,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-05-04-Hilden-4,49074|2025-05-04-Hilden,49074,2025-05-04-Hilden,4,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-05-18-Velbert_Hardenberg-1,49074|2025-05-18-Velbert_Hardenberg,49074,2025-05-18-Velbert_Hardenberg,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-05-18-Velbert_Hardenberg-2,49074|2025-05-18-Velbert_Hardenberg,49074,2025-05-18-Velbert_Hardenberg,2,29,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-05-18-Velbert_Hardenberg-3,49074|2025-05-18-Velbert_Hardenberg,49074,2025-05-18-Velbert_Hardenberg,3,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-05-18-Velbert_Hardenberg-4,49074|2025-05-18-Velbert_Hardenberg,49074,2025-05-18-Velbert_Hardenberg,4,30,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-06-15-Büttgen-1,49074|2025-06-15-Büttgen,49074,2025-06-15-Büttgen,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-06-15-Büttgen-2,49074|2025-06-15-Büttgen,49074,2025-06-15-Büttgen,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-06-15-Büttgen-3,49074|2025-06-15-Büttgen,49074,2025-06-15-Büttgen,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-06-15-Büttgen-4,49074|2025-06-15-Büttgen,49074,2025-06-15-Büttgen,4,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-07-27-Kerpen-1,49074|2025-07-27-Kerpen,49074,2025-07-27-Kerpen,1,33,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-07-27-Kerpen-2,49074|2025-07-27-Kerpen,49074,2025-07-27-Kerpen,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-07-27-Kerpen-3,49074|2025-07-27-Kerpen,49074,2025-07-27-Kerpen,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-07-27-Kerpen-4,49074|2025-07-27-Kerpen,49074,2025-07-27-Kerpen,4,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0002-06-1,49074|2025-0002-06,49074,2025-0002-06,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0002-06-2,49074|2025-0002-06,49074,2025-0002-06,2,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0002-06-3,49074|2025-0002-06,49074,2025-0002-06,3,26,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0002-06-4,49074|2025-0002-06,49074,2025-0002-06,4,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0160-09-1,49074|2025-0160-09,49074,2025-0160-09,1,30,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0160-09-2,49074|2025-0160-09,49074,2025-0160-09,2,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0160-09-3,49074|2025-0160-09,49074,2025-0160-09,3,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0160-09-4,49074|2025-0160-09,49074,2025-0160-09,4,31,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0245-04-1,49074|2025-0245-04,49074,2025-0245-04,1,22,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0245-04-2,49074|2025-0245-04,49074,2025-0245-04,2,28,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0245-04-3,49074|2025-0245-04,49074,2025-0245-04,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0245-04-4,49074|2025-0245-04,49074,2025-0245-04,4,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0243-07-1,49074|2025-0243-07,49074,2025-0243-07,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0243-07-2,49074|2025-0243-07,49074,2025-0243-07,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0243-07-3,49074|2025-0243-07,49074,2025-0243-07,3,23,pass_verified,DMV Ergebnisarchiv 2015-2025
49074|2025-0243-07-4,49074|2025-0243-07,49074,2025-0243-07,4,26,pass_verified,DMV Ergebnisarchiv 2015-2025
4908|2016-0012-07-1,4908|2016-0012-07,4908,2016-0012-07,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
4908|2016-0012-07-2,4908|2016-0012-07,4908,2016-0012-07,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
4908|2016-0012-07-3,4908|2016-0012-07,4908,2016-0012-07,3,26,pass_verified,DMV Ergebnisarchiv 2015-2025
4908|2016-0012-07-4,4908|2016-0012-07,4908,2016-0012-07,4,25,pass_verified,DMV Ergebnisarchiv 2015-2025
4908|2016-0012-07-5,4908|2016-0012-07,4908,2016-0012-07,5,23,pass_verified,DMV Ergebnisarchiv 2015-2025
4908|2016-0012-07-6,4908|2016-0012-07,4908,2016-0012-07,6,21,pass_verified,DMV Ergebnisarchiv 2015-2025
